"","eventID","measurementType","measurementTypeID","measurementValue","measurementUnit","measurementUnitID","measurementRemarks"
"443","AT47_20090824_RB09GOM065","Depth (spatial coordinate) minimum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MINCDIST/","0","ULCM","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","lower value of ""Fraction"""
"444","AT47_20090824_RB09GOM065","Depth (spatial coordinate) maximum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MAXCDIST/","1","ULCM","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","upper value of ""Fraction"""
"445","AT47_20090824_RB09GOM066","Thickness (transverse) of core","http://vocab.nerc.ac.uk/collection/P01/current/COREWDTH/","6.35","ULCM","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","""CoreDiameter"""
"446","AT47_20090824_RB09GOM066","Depth (spatial coordinate) minimum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MINCDIST/","1","ULCM","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","lower value of ""Fraction"""
"447","AT47_20090824_RB09GOM066","Depth (spatial coordinate) maximum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MAXCDIST/","2","ULCM","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","upper value of ""Fraction"""
"448","AT47_20090824_RB09GOM067","Thickness (transverse) of core","http://vocab.nerc.ac.uk/collection/P01/current/COREWDTH/","6.35","ULCM","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","""CoreDiameter"""
"449","AT47_20090824_RB09GOM067","Depth (spatial coordinate) minimum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MINCDIST/","2","ULCM","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","lower value of ""Fraction"""
"450","AT47_20090824_RB09GOM067","Depth (spatial coordinate) maximum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MAXCDIST/","3","ULCM","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","upper value of ""Fraction"""
"451","AT47_20090824_RB09GOM068","Thickness (transverse) of core","http://vocab.nerc.ac.uk/collection/P01/current/COREWDTH/","6.35","ULCM","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","""CoreDiameter"""
"452","AT47_20090824_RB09GOM068","Depth (spatial coordinate) minimum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MINCDIST/","3","ULCM","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","lower value of ""Fraction"""
"453","AT47_20090824_RB09GOM068","Depth (spatial coordinate) maximum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MAXCDIST/","5","ULCM","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","upper value of ""Fraction"""
"454","AT47_20090824_RB09GOM069","Thickness (transverse) of core","http://vocab.nerc.ac.uk/collection/P01/current/COREWDTH/","6.35","ULCM","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","""CoreDiameter"""
"455","AT47_20090824_RB09GOM069","Depth (spatial coordinate) minimum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MINCDIST/","5","ULCM","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","lower value of ""Fraction"""
"456","AT47_20090824_RB09GOM069","Depth (spatial coordinate) maximum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MAXCDIST/","7","ULCM","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","upper value of ""Fraction"""
"457","AT47_20090824_RB09GOM070","Thickness (transverse) of core","http://vocab.nerc.ac.uk/collection/P01/current/COREWDTH/","6.35","ULCM","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","""CoreDiameter"""
"458","AT47_20090824_RB09GOM070","Depth (spatial coordinate) minimum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MINCDIST/","7","ULCM","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","lower value of ""Fraction"""
"459","AT47_20090824_RB09GOM070","Depth (spatial coordinate) maximum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MAXCDIST/","10","ULCM","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","upper value of ""Fraction"""
"460","AT47_20090824_RB09GOM071","Thickness (transverse) of core","http://vocab.nerc.ac.uk/collection/P01/current/COREWDTH/","6.35","ULCM","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","""CoreDiameter"""
"461","AT47_20090824_RB09GOM071","Depth (spatial coordinate) minimum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MINCDIST/","0","ULCM","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","lower value of ""Fraction"""
"462","AT47_20090824_RB09GOM071","Depth (spatial coordinate) maximum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MAXCDIST/","1","ULCM","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","upper value of ""Fraction"""
"463","AT47_20090824_RB09GOM072","Thickness (transverse) of core","http://vocab.nerc.ac.uk/collection/P01/current/COREWDTH/","6.35","ULCM","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","""CoreDiameter"""
"464","AT47_20090824_RB09GOM072","Depth (spatial coordinate) minimum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MINCDIST/","1","ULCM","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","lower value of ""Fraction"""
"465","AT47_20090824_RB09GOM072","Depth (spatial coordinate) maximum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MAXCDIST/","2","ULCM","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","upper value of ""Fraction"""
"466","AT47_20090824_RB09GOM073","Thickness (transverse) of core","http://vocab.nerc.ac.uk/collection/P01/current/COREWDTH/","6.35","ULCM","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","""CoreDiameter"""
"467","AT47_20090824_RB09GOM073","Depth (spatial coordinate) minimum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MINCDIST/","2","ULCM","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","lower value of ""Fraction"""
"468","AT47_20090824_RB09GOM073","Depth (spatial coordinate) maximum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MAXCDIST/","3","ULCM","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","upper value of ""Fraction"""
"469","AT47_20090824_RB09GOM074","Thickness (transverse) of core","http://vocab.nerc.ac.uk/collection/P01/current/COREWDTH/","6.35","ULCM","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","""CoreDiameter"""
"470","AT47_20090824_RB09GOM074","Depth (spatial coordinate) minimum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MINCDIST/","3","ULCM","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","lower value of ""Fraction"""
"471","AT47_20090824_RB09GOM074","Depth (spatial coordinate) maximum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MAXCDIST/","5","ULCM","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","upper value of ""Fraction"""
"472","AT47_20090824_RB09GOM075","Thickness (transverse) of core","http://vocab.nerc.ac.uk/collection/P01/current/COREWDTH/","6.35","ULCM","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","""CoreDiameter"""
"473","AT47_20090824_RB09GOM075","Depth (spatial coordinate) minimum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MINCDIST/","5","ULCM","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","lower value of ""Fraction"""
"474","AT47_20090824_RB09GOM075","Depth (spatial coordinate) maximum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MAXCDIST/","7","ULCM","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","upper value of ""Fraction"""
"475","AT47_20090824_RB09GOM076","Thickness (transverse) of core","http://vocab.nerc.ac.uk/collection/P01/current/COREWDTH/","6.35","ULCM","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","""CoreDiameter"""
"476","AT47_20090824_RB09GOM076","Depth (spatial coordinate) minimum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MINCDIST/","7","ULCM","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","lower value of ""Fraction"""
"477","AT47_20090824_RB09GOM076","Depth (spatial coordinate) maximum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MAXCDIST/","10","ULCM","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","upper value of ""Fraction"""
"478","AT47_20090824_RB09GOM077","Thickness (transverse) of core","http://vocab.nerc.ac.uk/collection/P01/current/COREWDTH/","6.35","ULCM","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","""CoreDiameter"""
"479","AT47_20090824_RB09GOM077","Depth (spatial coordinate) minimum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MINCDIST/","0","ULCM","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","lower value of ""Fraction"""
"480","AT47_20090824_RB09GOM077","Depth (spatial coordinate) maximum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MAXCDIST/","1","ULCM","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","upper value of ""Fraction"""
"481","AT47_20090824_RB09GOM078","Thickness (transverse) of core","http://vocab.nerc.ac.uk/collection/P01/current/COREWDTH/","6.35","ULCM","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","""CoreDiameter"""
"482","AT47_20090824_RB09GOM078","Depth (spatial coordinate) minimum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MINCDIST/","1","ULCM","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","lower value of ""Fraction"""
"483","AT47_20090824_RB09GOM078","Depth (spatial coordinate) maximum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MAXCDIST/","2","ULCM","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","upper value of ""Fraction"""
"484","AT47_20090824_RB09GOM079","Thickness (transverse) of core","http://vocab.nerc.ac.uk/collection/P01/current/COREWDTH/","6.35","ULCM","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","""CoreDiameter"""
"485","AT47_20090824_RB09GOM079","Depth (spatial coordinate) minimum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MINCDIST/","2","ULCM","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","lower value of ""Fraction"""
"486","AT47_20090824_RB09GOM079","Depth (spatial coordinate) maximum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MAXCDIST/","3","ULCM","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","upper value of ""Fraction"""
"487","AT47_20090824_RB09GOM080","Thickness (transverse) of core","http://vocab.nerc.ac.uk/collection/P01/current/COREWDTH/","6.35","ULCM","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","""CoreDiameter"""
"488","AT47_20090824_RB09GOM080","Depth (spatial coordinate) minimum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MINCDIST/","3","ULCM","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","lower value of ""Fraction"""
"489","AT47_20090824_RB09GOM080","Depth (spatial coordinate) maximum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MAXCDIST/","5","ULCM","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","upper value of ""Fraction"""
"490","AT47_20090824_RB09GOM081","Thickness (transverse) of core","http://vocab.nerc.ac.uk/collection/P01/current/COREWDTH/","6.35","ULCM","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","""CoreDiameter"""
"491","AT47_20090824_RB09GOM081","Depth (spatial coordinate) minimum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MINCDIST/","5","ULCM","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","lower value of ""Fraction"""
"492","AT47_20090824_RB09GOM081","Depth (spatial coordinate) maximum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MAXCDIST/","7","ULCM","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","upper value of ""Fraction"""
"493","AT47_20090824_RB09GOM082","Thickness (transverse) of core","http://vocab.nerc.ac.uk/collection/P01/current/COREWDTH/","6.35","ULCM","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","""CoreDiameter"""
"494","AT47_20090824_RB09GOM082","Depth (spatial coordinate) minimum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MINCDIST/","7","ULCM","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","lower value of ""Fraction"""
"495","AT47_20090824_RB09GOM082","Depth (spatial coordinate) maximum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MAXCDIST/","10","ULCM","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","upper value of ""Fraction"""
"496","GB299_20090826_RB09GOM083","Thickness (transverse) of core","http://vocab.nerc.ac.uk/collection/P01/current/COREWDTH/","6.35","ULCM","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","""CoreDiameter"""
"497","GB299_20090826_RB09GOM083","Depth (spatial coordinate) minimum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MINCDIST/","0","ULCM","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","lower value of ""Fraction"""
"498","GB299_20090826_RB09GOM083","Depth (spatial coordinate) maximum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MAXCDIST/","2","ULCM","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","upper value of ""Fraction"""
"499","GB299_20090826_RB09GOM084","Thickness (transverse) of core","http://vocab.nerc.ac.uk/collection/P01/current/COREWDTH/","6.35","ULCM","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","""CoreDiameter"""
"500","GB299_20090826_RB09GOM084","Depth (spatial coordinate) minimum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MINCDIST/","2","ULCM","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","lower value of ""Fraction"""
"501","GB299_20090826_RB09GOM084","Depth (spatial coordinate) maximum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MAXCDIST/","5","ULCM","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","upper value of ""Fraction"""
"502","GB299_20090826_RB09GOM085","Thickness (transverse) of core","http://vocab.nerc.ac.uk/collection/P01/current/COREWDTH/","6.35","ULCM","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","""CoreDiameter"""
"503","GB299_20090826_RB09GOM085","Depth (spatial coordinate) minimum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MINCDIST/","5","ULCM","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","lower value of ""Fraction"""
"504","GB299_20090826_RB09GOM085","Depth (spatial coordinate) maximum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MAXCDIST/","10","ULCM","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","upper value of ""Fraction"""
"505","GB299_20090826_RB09GOM086","Thickness (transverse) of core","http://vocab.nerc.ac.uk/collection/P01/current/COREWDTH/","6.35","ULCM","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","""CoreDiameter"""
"506","GB299_20090826_RB09GOM086","Depth (spatial coordinate) minimum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MINCDIST/","0","ULCM","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","lower value of ""Fraction"""
"507","GB299_20090826_RB09GOM086","Depth (spatial coordinate) maximum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MAXCDIST/","2","ULCM","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","upper value of ""Fraction"""
"508","GB299_20090826_RB09GOM087","Thickness (transverse) of core","http://vocab.nerc.ac.uk/collection/P01/current/COREWDTH/","6.35","ULCM","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","""CoreDiameter"""
"509","GB299_20090826_RB09GOM087","Depth (spatial coordinate) minimum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MINCDIST/","2","ULCM","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","lower value of ""Fraction"""
"510","GB299_20090826_RB09GOM087","Depth (spatial coordinate) maximum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MAXCDIST/","5","ULCM","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","upper value of ""Fraction"""
"511","GB299_20090826_RB09GOM088","Thickness (transverse) of core","http://vocab.nerc.ac.uk/collection/P01/current/COREWDTH/","6.35","ULCM","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","""CoreDiameter"""
"512","GB299_20090826_RB09GOM088","Depth (spatial coordinate) minimum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MINCDIST/","5","ULCM","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","lower value of ""Fraction"""
"513","GB299_20090826_RB09GOM088","Depth (spatial coordinate) maximum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MAXCDIST/","10","ULCM","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","upper value of ""Fraction"""
"514","GB299_20090826_RB09GOM089","Thickness (transverse) of core","http://vocab.nerc.ac.uk/collection/P01/current/COREWDTH/","6.35","ULCM","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","""CoreDiameter"""
"515","GB299_20090826_RB09GOM089","Depth (spatial coordinate) minimum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MINCDIST/","0","ULCM","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","lower value of ""Fraction"""
"516","GB299_20090826_RB09GOM089","Depth (spatial coordinate) maximum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MAXCDIST/","2","ULCM","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","upper value of ""Fraction"""
"517","GB299_20090826_RB09GOM090","Thickness (transverse) of core","http://vocab.nerc.ac.uk/collection/P01/current/COREWDTH/","6.35","ULCM","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","""CoreDiameter"""
"518","GB299_20090826_RB09GOM090","Depth (spatial coordinate) minimum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MINCDIST/","2","ULCM","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","lower value of ""Fraction"""
"519","GB299_20090826_RB09GOM090","Depth (spatial coordinate) maximum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MAXCDIST/","5","ULCM","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","upper value of ""Fraction"""
"520","GB299_20090826_RB09GOM091","Thickness (transverse) of core","http://vocab.nerc.ac.uk/collection/P01/current/COREWDTH/","6.35","ULCM","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","""CoreDiameter"""
"521","GB299_20090826_RB09GOM091","Depth (spatial coordinate) minimum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MINCDIST/","5","ULCM","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","lower value of ""Fraction"""
"522","GB299_20090826_RB09GOM091","Depth (spatial coordinate) maximum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MAXCDIST/","10","ULCM","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","upper value of ""Fraction"""
"523","GB299_20090826_RB09GOM092","Thickness (transverse) of core","http://vocab.nerc.ac.uk/collection/P01/current/COREWDTH/","6.35","ULCM","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","""CoreDiameter"""
"524","GB299_20090826_RB09GOM092","Depth (spatial coordinate) minimum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MINCDIST/","0","ULCM","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","lower value of ""Fraction"""
"525","GB299_20090826_RB09GOM092","Depth (spatial coordinate) maximum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MAXCDIST/","2","ULCM","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","upper value of ""Fraction"""
"526","GB299_20090826_RB09GOM093","Thickness (transverse) of core","http://vocab.nerc.ac.uk/collection/P01/current/COREWDTH/","6.35","ULCM","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","""CoreDiameter"""
"527","GB299_20090826_RB09GOM093","Depth (spatial coordinate) minimum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MINCDIST/","2","ULCM","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","lower value of ""Fraction"""
"528","GB299_20090826_RB09GOM093","Depth (spatial coordinate) maximum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MAXCDIST/","5","ULCM","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","upper value of ""Fraction"""
"529","GB299_20090826_RB09GOM094","Thickness (transverse) of core","http://vocab.nerc.ac.uk/collection/P01/current/COREWDTH/","6.35","ULCM","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","""CoreDiameter"""
"530","GB299_20090826_RB09GOM094","Depth (spatial coordinate) minimum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MINCDIST/","5","ULCM","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","lower value of ""Fraction"""
"531","GB299_20090826_RB09GOM094","Depth (spatial coordinate) maximum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MAXCDIST/","10","ULCM","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","upper value of ""Fraction"""
"532","GB299_20090826_RB09GOM095","Thickness (transverse) of core","http://vocab.nerc.ac.uk/collection/P01/current/COREWDTH/","6.35","ULCM","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","""CoreDiameter"""
"533","GB299_20090826_RB09GOM095","Depth (spatial coordinate) minimum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MINCDIST/","0","ULCM","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","lower value of ""Fraction"""
"534","GB299_20090826_RB09GOM095","Depth (spatial coordinate) maximum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MAXCDIST/","2","ULCM","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","upper value of ""Fraction"""
"535","GB299_20090826_RB09GOM096","Thickness (transverse) of core","http://vocab.nerc.ac.uk/collection/P01/current/COREWDTH/","6.35","ULCM","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","""CoreDiameter"""
"536","GB299_20090826_RB09GOM096","Depth (spatial coordinate) minimum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MINCDIST/","2","ULCM","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","lower value of ""Fraction"""
"537","GB299_20090826_RB09GOM096","Depth (spatial coordinate) maximum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MAXCDIST/","5","ULCM","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","upper value of ""Fraction"""
"538","GB299_20090826_RB09GOM097","Thickness (transverse) of core","http://vocab.nerc.ac.uk/collection/P01/current/COREWDTH/","6.35","ULCM","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","""CoreDiameter"""
"539","GB299_20090826_RB09GOM097","Depth (spatial coordinate) minimum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MINCDIST/","5","ULCM","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","lower value of ""Fraction"""
"540","GB299_20090826_RB09GOM097","Depth (spatial coordinate) maximum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MAXCDIST/","10","ULCM","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","upper value of ""Fraction"""
"541","GB299_20090826_RB09GOM098","Thickness (transverse) of core","http://vocab.nerc.ac.uk/collection/P01/current/COREWDTH/","6.35","ULCM","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","""CoreDiameter"""
"542","GB299_20090826_RB09GOM098","Depth (spatial coordinate) minimum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MINCDIST/","0","ULCM","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","lower value of ""Fraction"""
"543","GB299_20090826_RB09GOM098","Depth (spatial coordinate) maximum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MAXCDIST/","2","ULCM","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","upper value of ""Fraction"""
"544","GB299_20090826_RB09GOM099","Thickness (transverse) of core","http://vocab.nerc.ac.uk/collection/P01/current/COREWDTH/","6.35","ULCM","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","""CoreDiameter"""
"545","GB299_20090826_RB09GOM099","Depth (spatial coordinate) minimum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MINCDIST/","2","ULCM","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","lower value of ""Fraction"""
"546","GB299_20090826_RB09GOM099","Depth (spatial coordinate) maximum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MAXCDIST/","5","ULCM","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","upper value of ""Fraction"""
"547","GB299_20090826_RB09GOM100","Thickness (transverse) of core","http://vocab.nerc.ac.uk/collection/P01/current/COREWDTH/","6.35","ULCM","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","""CoreDiameter"""
"548","GB299_20090826_RB09GOM100","Depth (spatial coordinate) minimum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MINCDIST/","5","ULCM","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","lower value of ""Fraction"""
"549","GB299_20090826_RB09GOM100","Depth (spatial coordinate) maximum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MAXCDIST/","10","ULCM","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","upper value of ""Fraction"""
"550","GB299_20090826_RB09GOM101","Thickness (transverse) of core","http://vocab.nerc.ac.uk/collection/P01/current/COREWDTH/","6.35","ULCM","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","""CoreDiameter"""
"551","GB299_20090826_RB09GOM101","Depth (spatial coordinate) minimum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MINCDIST/","0","ULCM","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","lower value of ""Fraction"""
"552","GB299_20090826_RB09GOM101","Depth (spatial coordinate) maximum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MAXCDIST/","2","ULCM","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","upper value of ""Fraction"""
"553","GB299_20090826_RB09GOM102","Thickness (transverse) of core","http://vocab.nerc.ac.uk/collection/P01/current/COREWDTH/","6.35","ULCM","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","""CoreDiameter"""
"554","GB299_20090826_RB09GOM102","Depth (spatial coordinate) minimum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MINCDIST/","2","ULCM","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","lower value of ""Fraction"""
"555","GB299_20090826_RB09GOM102","Depth (spatial coordinate) maximum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MAXCDIST/","5","ULCM","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","upper value of ""Fraction"""
