"eventID","measurementType","measurementTypeID","measurementValue","measurementUnit","measurementUnitID","measurementRemarks"
"AT47_20090824_RB09GOM062","Depth (spatial coordinate) maximum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MAXCDIST/","5","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: upper value of ""Fraction"
"AT47_20090824_RB09GOM063","Thickness (transverse) of core","http://vocab.nerc.ac.uk/collection/P01/current/COREWDTH/","6.35","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: CoreDiameter"
"AT47_20090824_RB09GOM063","Depth (spatial coordinate) minimum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MINCDIST/","5","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: lower value of ""Fraction"
"AT47_20090824_RB09GOM063","Depth (spatial coordinate) maximum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MAXCDIST/","7","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: upper value of ""Fraction"
"AT47_20090824_RB09GOM064","Thickness (transverse) of core","http://vocab.nerc.ac.uk/collection/P01/current/COREWDTH/","6.35","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: CoreDiameter"
"AT47_20090824_RB09GOM064","Depth (spatial coordinate) minimum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MINCDIST/","7","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: lower value of ""Fraction"
"AT47_20090824_RB09GOM064","Depth (spatial coordinate) maximum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MAXCDIST/","10","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: upper value of ""Fraction"
"AT47_20090824_RB09GOM065","Thickness (transverse) of core","http://vocab.nerc.ac.uk/collection/P01/current/COREWDTH/","6.35","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: CoreDiameter"
"AT47_20090824_RB09GOM065","Depth (spatial coordinate) minimum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MINCDIST/","0","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: lower value of ""Fraction"
"AT47_20090824_RB09GOM065","Depth (spatial coordinate) maximum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MAXCDIST/","1","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: upper value of ""Fraction"
"AT47_20090824_RB09GOM066","Thickness (transverse) of core","http://vocab.nerc.ac.uk/collection/P01/current/COREWDTH/","6.35","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: CoreDiameter"
"AT47_20090824_RB09GOM066","Depth (spatial coordinate) minimum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MINCDIST/","1","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: lower value of ""Fraction"
"AT47_20090824_RB09GOM066","Depth (spatial coordinate) maximum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MAXCDIST/","2","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: upper value of ""Fraction"
"AT47_20090824_RB09GOM067","Thickness (transverse) of core","http://vocab.nerc.ac.uk/collection/P01/current/COREWDTH/","6.35","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: CoreDiameter"
"AT47_20090824_RB09GOM067","Depth (spatial coordinate) minimum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MINCDIST/","2","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: lower value of ""Fraction"
"AT47_20090824_RB09GOM067","Depth (spatial coordinate) maximum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MAXCDIST/","3","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: upper value of ""Fraction"
"AT47_20090824_RB09GOM068","Thickness (transverse) of core","http://vocab.nerc.ac.uk/collection/P01/current/COREWDTH/","6.35","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: CoreDiameter"
"AT47_20090824_RB09GOM068","Depth (spatial coordinate) minimum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MINCDIST/","3","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: lower value of ""Fraction"
"AT47_20090824_RB09GOM068","Depth (spatial coordinate) maximum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MAXCDIST/","5","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: upper value of ""Fraction"
"AT47_20090824_RB09GOM069","Thickness (transverse) of core","http://vocab.nerc.ac.uk/collection/P01/current/COREWDTH/","6.35","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: CoreDiameter"
"AT47_20090824_RB09GOM069","Depth (spatial coordinate) minimum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MINCDIST/","5","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: lower value of ""Fraction"
"AT47_20090824_RB09GOM069","Depth (spatial coordinate) maximum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MAXCDIST/","7","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: upper value of ""Fraction"
"AT47_20090824_RB09GOM070","Thickness (transverse) of core","http://vocab.nerc.ac.uk/collection/P01/current/COREWDTH/","6.35","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: CoreDiameter"
"AT47_20090824_RB09GOM070","Depth (spatial coordinate) minimum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MINCDIST/","7","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: lower value of ""Fraction"
"AT47_20090824_RB09GOM070","Depth (spatial coordinate) maximum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MAXCDIST/","10","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: upper value of ""Fraction"
"AT47_20090824_RB09GOM071","Thickness (transverse) of core","http://vocab.nerc.ac.uk/collection/P01/current/COREWDTH/","6.35","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: CoreDiameter"
"AT47_20090824_RB09GOM071","Depth (spatial coordinate) minimum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MINCDIST/","0","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: lower value of ""Fraction"
"AT47_20090824_RB09GOM071","Depth (spatial coordinate) maximum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MAXCDIST/","1","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: upper value of ""Fraction"
"AT47_20090824_RB09GOM072","Thickness (transverse) of core","http://vocab.nerc.ac.uk/collection/P01/current/COREWDTH/","6.35","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: CoreDiameter"
"AT47_20090824_RB09GOM072","Depth (spatial coordinate) minimum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MINCDIST/","1","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: lower value of ""Fraction"
"AT47_20090824_RB09GOM072","Depth (spatial coordinate) maximum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MAXCDIST/","2","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: upper value of ""Fraction"
"AT47_20090824_RB09GOM073","Thickness (transverse) of core","http://vocab.nerc.ac.uk/collection/P01/current/COREWDTH/","6.35","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: CoreDiameter"
"AT47_20090824_RB09GOM073","Depth (spatial coordinate) minimum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MINCDIST/","2","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: lower value of ""Fraction"
"AT47_20090824_RB09GOM073","Depth (spatial coordinate) maximum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MAXCDIST/","3","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: upper value of ""Fraction"
"AT47_20090824_RB09GOM074","Thickness (transverse) of core","http://vocab.nerc.ac.uk/collection/P01/current/COREWDTH/","6.35","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: CoreDiameter"
"AT47_20090824_RB09GOM074","Depth (spatial coordinate) minimum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MINCDIST/","3","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: lower value of ""Fraction"
"AT47_20090824_RB09GOM074","Depth (spatial coordinate) maximum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MAXCDIST/","5","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: upper value of ""Fraction"
"AT47_20090824_RB09GOM075","Thickness (transverse) of core","http://vocab.nerc.ac.uk/collection/P01/current/COREWDTH/","6.35","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: CoreDiameter"
"AT47_20090824_RB09GOM075","Depth (spatial coordinate) minimum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MINCDIST/","5","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: lower value of ""Fraction"
"AT47_20090824_RB09GOM075","Depth (spatial coordinate) maximum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MAXCDIST/","7","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: upper value of ""Fraction"
"AT47_20090824_RB09GOM076","Thickness (transverse) of core","http://vocab.nerc.ac.uk/collection/P01/current/COREWDTH/","6.35","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: CoreDiameter"
"AT47_20090824_RB09GOM076","Depth (spatial coordinate) minimum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MINCDIST/","7","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: lower value of ""Fraction"
"AT47_20090824_RB09GOM076","Depth (spatial coordinate) maximum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MAXCDIST/","10","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: upper value of ""Fraction"
"AT47_20090824_RB09GOM077","Thickness (transverse) of core","http://vocab.nerc.ac.uk/collection/P01/current/COREWDTH/","6.35","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: CoreDiameter"
"AT47_20090824_RB09GOM077","Depth (spatial coordinate) minimum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MINCDIST/","0","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: lower value of ""Fraction"
"AT47_20090824_RB09GOM077","Depth (spatial coordinate) maximum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MAXCDIST/","1","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: upper value of ""Fraction"
"AT47_20090824_RB09GOM078","Thickness (transverse) of core","http://vocab.nerc.ac.uk/collection/P01/current/COREWDTH/","6.35","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: CoreDiameter"
"AT47_20090824_RB09GOM078","Depth (spatial coordinate) minimum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MINCDIST/","1","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: lower value of ""Fraction"
"AT47_20090824_RB09GOM078","Depth (spatial coordinate) maximum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MAXCDIST/","2","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: upper value of ""Fraction"
"AT47_20090824_RB09GOM079","Thickness (transverse) of core","http://vocab.nerc.ac.uk/collection/P01/current/COREWDTH/","6.35","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: CoreDiameter"
"AT47_20090824_RB09GOM079","Depth (spatial coordinate) minimum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MINCDIST/","2","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: lower value of ""Fraction"
"AT47_20090824_RB09GOM079","Depth (spatial coordinate) maximum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MAXCDIST/","3","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: upper value of ""Fraction"
"AT47_20090824_RB09GOM080","Thickness (transverse) of core","http://vocab.nerc.ac.uk/collection/P01/current/COREWDTH/","6.35","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: CoreDiameter"
"AT47_20090824_RB09GOM080","Depth (spatial coordinate) minimum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MINCDIST/","3","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: lower value of ""Fraction"
"AT47_20090824_RB09GOM080","Depth (spatial coordinate) maximum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MAXCDIST/","5","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: upper value of ""Fraction"
"AT47_20090824_RB09GOM081","Thickness (transverse) of core","http://vocab.nerc.ac.uk/collection/P01/current/COREWDTH/","6.35","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: CoreDiameter"
"AT47_20090824_RB09GOM081","Depth (spatial coordinate) minimum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MINCDIST/","5","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: lower value of ""Fraction"
"AT47_20090824_RB09GOM081","Depth (spatial coordinate) maximum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MAXCDIST/","7","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: upper value of ""Fraction"
"AT47_20090824_RB09GOM082","Thickness (transverse) of core","http://vocab.nerc.ac.uk/collection/P01/current/COREWDTH/","6.35","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: CoreDiameter"
"AT47_20090824_RB09GOM082","Depth (spatial coordinate) minimum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MINCDIST/","7","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: lower value of ""Fraction"
"AT47_20090824_RB09GOM082","Depth (spatial coordinate) maximum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MAXCDIST/","10","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: upper value of ""Fraction"
"GB299_20090826_RB09GOM083","Thickness (transverse) of core","http://vocab.nerc.ac.uk/collection/P01/current/COREWDTH/","6.35","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: CoreDiameter"
"GB299_20090826_RB09GOM083","Depth (spatial coordinate) minimum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MINCDIST/","0","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: lower value of ""Fraction"
"GB299_20090826_RB09GOM083","Depth (spatial coordinate) maximum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MAXCDIST/","2","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: upper value of ""Fraction"
"GB299_20090826_RB09GOM084","Thickness (transverse) of core","http://vocab.nerc.ac.uk/collection/P01/current/COREWDTH/","6.35","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: CoreDiameter"
"GB299_20090826_RB09GOM084","Depth (spatial coordinate) minimum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MINCDIST/","2","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: lower value of ""Fraction"
"GB299_20090826_RB09GOM084","Depth (spatial coordinate) maximum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MAXCDIST/","5","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: upper value of ""Fraction"
"GB299_20090826_RB09GOM085","Thickness (transverse) of core","http://vocab.nerc.ac.uk/collection/P01/current/COREWDTH/","6.35","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: CoreDiameter"
"GB299_20090826_RB09GOM085","Depth (spatial coordinate) minimum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MINCDIST/","5","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: lower value of ""Fraction"
"GB299_20090826_RB09GOM085","Depth (spatial coordinate) maximum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MAXCDIST/","10","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: upper value of ""Fraction"
"GB299_20090826_RB09GOM086","Thickness (transverse) of core","http://vocab.nerc.ac.uk/collection/P01/current/COREWDTH/","6.35","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: CoreDiameter"
"GB299_20090826_RB09GOM086","Depth (spatial coordinate) minimum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MINCDIST/","0","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: lower value of ""Fraction"
"GB299_20090826_RB09GOM086","Depth (spatial coordinate) maximum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MAXCDIST/","2","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: upper value of ""Fraction"
"GB299_20090826_RB09GOM087","Thickness (transverse) of core","http://vocab.nerc.ac.uk/collection/P01/current/COREWDTH/","6.35","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: CoreDiameter"
"GB299_20090826_RB09GOM087","Depth (spatial coordinate) minimum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MINCDIST/","2","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: lower value of ""Fraction"
"GB299_20090826_RB09GOM087","Depth (spatial coordinate) maximum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MAXCDIST/","5","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: upper value of ""Fraction"
"GB299_20090826_RB09GOM088","Thickness (transverse) of core","http://vocab.nerc.ac.uk/collection/P01/current/COREWDTH/","6.35","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: CoreDiameter"
"GB299_20090826_RB09GOM088","Depth (spatial coordinate) minimum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MINCDIST/","5","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: lower value of ""Fraction"
"GB299_20090826_RB09GOM088","Depth (spatial coordinate) maximum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MAXCDIST/","10","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: upper value of ""Fraction"
"GB299_20090826_RB09GOM089","Thickness (transverse) of core","http://vocab.nerc.ac.uk/collection/P01/current/COREWDTH/","6.35","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: CoreDiameter"
"GB299_20090826_RB09GOM089","Depth (spatial coordinate) minimum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MINCDIST/","0","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: lower value of ""Fraction"
"GB299_20090826_RB09GOM089","Depth (spatial coordinate) maximum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MAXCDIST/","2","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: upper value of ""Fraction"
"GB299_20090826_RB09GOM090","Thickness (transverse) of core","http://vocab.nerc.ac.uk/collection/P01/current/COREWDTH/","6.35","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: CoreDiameter"
"GB299_20090826_RB09GOM090","Depth (spatial coordinate) minimum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MINCDIST/","2","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: lower value of ""Fraction"
"GB299_20090826_RB09GOM090","Depth (spatial coordinate) maximum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MAXCDIST/","5","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: upper value of ""Fraction"
"GB299_20090826_RB09GOM091","Thickness (transverse) of core","http://vocab.nerc.ac.uk/collection/P01/current/COREWDTH/","6.35","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: CoreDiameter"
"GB299_20090826_RB09GOM091","Depth (spatial coordinate) minimum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MINCDIST/","5","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: lower value of ""Fraction"
"GB299_20090826_RB09GOM091","Depth (spatial coordinate) maximum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MAXCDIST/","10","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: upper value of ""Fraction"
"GB299_20090826_RB09GOM092","Thickness (transverse) of core","http://vocab.nerc.ac.uk/collection/P01/current/COREWDTH/","6.35","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: CoreDiameter"
"GB299_20090826_RB09GOM092","Depth (spatial coordinate) minimum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MINCDIST/","0","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: lower value of ""Fraction"
"GB299_20090826_RB09GOM092","Depth (spatial coordinate) maximum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MAXCDIST/","2","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: upper value of ""Fraction"
"GB299_20090826_RB09GOM093","Thickness (transverse) of core","http://vocab.nerc.ac.uk/collection/P01/current/COREWDTH/","6.35","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: CoreDiameter"
"GB299_20090826_RB09GOM093","Depth (spatial coordinate) minimum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MINCDIST/","2","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: lower value of ""Fraction"
"GB299_20090826_RB09GOM093","Depth (spatial coordinate) maximum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MAXCDIST/","5","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: upper value of ""Fraction"
"GB299_20090826_RB09GOM094","Thickness (transverse) of core","http://vocab.nerc.ac.uk/collection/P01/current/COREWDTH/","6.35","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: CoreDiameter"
"GB299_20090826_RB09GOM094","Depth (spatial coordinate) minimum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MINCDIST/","5","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: lower value of ""Fraction"
"GB299_20090826_RB09GOM094","Depth (spatial coordinate) maximum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MAXCDIST/","10","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: upper value of ""Fraction"
"GB299_20090826_RB09GOM095","Thickness (transverse) of core","http://vocab.nerc.ac.uk/collection/P01/current/COREWDTH/","6.35","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: CoreDiameter"
"GB299_20090826_RB09GOM095","Depth (spatial coordinate) minimum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MINCDIST/","0","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: lower value of ""Fraction"
"GB299_20090826_RB09GOM095","Depth (spatial coordinate) maximum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MAXCDIST/","2","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: upper value of ""Fraction"
"GB299_20090826_RB09GOM096","Thickness (transverse) of core","http://vocab.nerc.ac.uk/collection/P01/current/COREWDTH/","6.35","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: CoreDiameter"
"GB299_20090826_RB09GOM096","Depth (spatial coordinate) minimum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MINCDIST/","2","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: lower value of ""Fraction"
"GB299_20090826_RB09GOM096","Depth (spatial coordinate) maximum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MAXCDIST/","5","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: upper value of ""Fraction"
"GB299_20090826_RB09GOM097","Thickness (transverse) of core","http://vocab.nerc.ac.uk/collection/P01/current/COREWDTH/","6.35","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: CoreDiameter"
"GB299_20090826_RB09GOM097","Depth (spatial coordinate) minimum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MINCDIST/","5","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: lower value of ""Fraction"
"GB299_20090826_RB09GOM097","Depth (spatial coordinate) maximum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MAXCDIST/","10","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: upper value of ""Fraction"
"GB299_20090826_RB09GOM098","Thickness (transverse) of core","http://vocab.nerc.ac.uk/collection/P01/current/COREWDTH/","6.35","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: CoreDiameter"
"GB299_20090826_RB09GOM098","Depth (spatial coordinate) minimum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MINCDIST/","0","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: lower value of ""Fraction"
